peak_x,peak_y,cx,cy,corr_score,fft_gradient_score,peak_margin,psr,context_32,context_64,context_128,context_score,phase_dx,phase_dy,phase_residual,phase_penalty,template_residual,center_prior,score_combined,pace_score,family_id,family_population,family_score_variance,nearest_edge_dist,nearest_cut_dist,row_spacing,col_spacing,local_density,rank_score,pair_id,set,gt_found,total_candidates
429,552,479.0,602.0,0.6923123002052307,0.4265121817588806,3.635883331298828e-06,1.7716985940933228,0.6345823737680502,0.6193158388037608,0.6066793457702722,0.6173145485832232,-4.0,0.0,0.042012348771095276,0.125,2108.2900390625,104.1393297462587,0.529813424394227,0.0,0,50,6.273555165142852e-06,1.0,4.123105625617661,3.0,130.0,127.887451171875,0.4593518453198354,B_22,B_DEGRADED,1,50
348,303,398.0,353.0,0.7028486728668213,0.35848721861839294,0.0004000067710876465,2.33154559135437,0.5442506438836378,0.6926162582927152,0.6646633246171572,0.6517619619406765,1.0,0.0,0.048424769192934036,0.05,2450.78955078125,178.92177061498134,0.6273053174037488,0.0,0,50,3.4617315341165524e-05,1.4142135623730951,1.0,159.0,13.0,141.88623046875,0.47798564799946885,B_23,B_DEGRADED,1,50
446,626,496.5,676.5,0.7335460186004639,0.3776167035102844,0.0074343085289001465,2.9490416049957275,0.6222858390014742,0.6490375508853296,0.6871332817536513,0.6589255008558872,0.0,-2.0,0.04678332433104515,0.05,2517.932861328125,176.53469913872456,0.6462357597281755,0.0,0,50,0.0013547200950509491,0.7071067811865476,2.1213203435596424,2.0,64.0,145.194580078125,0.49795741722285225,B_24,B_DEGRADED,1,50
291,369,341.0,419.0,0.7487694621086121,0.390669584274292,0.0032263994216918945,2.5010616779327393,0.605916956152675,0.6487786873989432,0.7144062410875236,0.6664573626251218,2.0,0.0,0.06275837123394012,0.05,2263.656494140625,178.4432682955566,0.6576134123668669,0.0,0,50,0.0004623480236510658,1.0,4.123105625617661,2.0,2.0,132.7333984375,0.5173952352030075,B_25,B_DEGRADED,1,50
429,417,479.0,467.0,0.7126032114028931,0.4215086102485657,5.543231964111328e-06,2.0459818840026855,0.7172864447193861,0.6702291439686552,0.6349143629346236,0.6655146917051887,0.0,0.0,0.05078374221920967,0.05,2253.533447265625,39.11521443121589,0.6390589515540408,0.0,0,50,1.2897700153990853e-05,0.0,11.180339887498949,3.0,2.0,142.405029296875,0.4860457256999563,B_26,B_DEGRADED,1,50
392,309,442.0,359.0,0.6332846283912659,0.3484366238117218,0.00039005279541015625,1.5783191919326782,0.5689454108657276,0.5669328991530752,0.5683775905466435,0.567913278053033,0.0,-1.0,0.045014388859272,0.05,2594.94287109375,152.46311029229332,0.5505989532221494,0.0,3,1,0.0,1.0,5.0990195135927845,0.0,0.0,131.6611328125,0.4482532942334202,B_27,B_DEGRADED,1,50
430,309,480.0,359.0,0.6395789980888367,0.3412040174007416,0.00018340349197387695,1.5965392589569092,0.5769566741882857,0.5765978447718251,0.5766016032792712,0.5766711140580957,0.0,0.0,0.050154656171798706,0.05,2319.630126953125,142.41137595009747,0.5581250560734661,0.0,0,50,3.480770862262261e-06,1.4142135623730951,8.06225774829855,2.0,9.0,129.262451171875,0.4259396868312195,B_3,B_DEGRADED,1,50
478,349,527.5,398.5,0.6909831166267395,0.3127298653125763,0.00027698278427124023,2.3561689853668213,0.6901325412787989,0.6536461914283356,0.6442998438283938,0.6572049223584515,0.0,0.0,0.05589932203292847,0.05,2629.3486328125,105.1594028130628,0.6240940194925955,0.0,0,50,3.500920456661447e-05,0.7071067811865476,3.8078865529319543,158.0,2.0,142.52294921875,0.47535708221755935,B_4,B_DEGRADED,1,50
462,434,512.0,484.0,0.7091171741485596,0.36192047595977783,0.006078004837036133,2.636353015899658,0.5373235961962859,0.6749302241858429,0.6490714914450074,0.6370654054915973,-1.0,-1.0,0.05551382899284363,0.05,2564.300048828125,20.0,0.6230912898200784,0.0,0,50,0.00032361345944136705,1.0,4.123105625617661,2.0,2.0,157.351806640625,0.4927003489133872,B_5,B_DEGRADED,1,50
492,248,542.0,298.0,0.7052893042564392,0.30116066336631775,0.004150271415710449,3.2596218585968018,0.7050194221487645,0.6709342685289188,0.6634594188991196,0.6747613594009683,0.0,-1.0,0.08276861160993576,0.05,2619.200927734375,206.32013958894075,0.6400253318287037,0.0,0,50,0.0027929366526820236,1.0,1.0,2.0,2.0,146.8740234375,0.5143866572608575,B_6,B_DEGRADED,1,50
361,607,411.0,657.0,0.7427868843078613,0.4195307791233063,0.012882530689239502,3.05771803855896,0.672516491821151,0.6543250475063567,0.6785121115715347,0.6676381619953868,0.0,0.0,0.07139937579631805,0.05,2469.255615234375,180.47160441465576,0.655212523151624,0.0,0,50,0.001252666209870449,1.0,2.23606797749979,160.0,64.0,147.9208984375,0.5043966762807955,B_7,B_DEGRADED,1,50
