pair_id,set_type,d_th,cand_th,gt_err,score_A,score_B,score_C,score_D,score_E,score_interp_area,score_interp_cubic,score_interp_linear
pair_007,SetA,-0.15000000000000002,4.6,0.12829189698670085,0.8282725214958191,0.6537445187568665,0.7718428134918212,0.7342230081558228,0.6401734948158264,0.7718428134918212,0.6837313294410705,0.6893090009689331
pair_007,SetA,-0.10000000000000003,4.65,0.07829189698670014,0.828777015209198,0.6548125147819519,0.7724443137645721,0.7348891794681549,0.6410013437271118,0.7724443137645721,0.6849274635314941,0.6904603004455565
pair_007,SetA,-0.050000000000000044,4.7,0.028291896986700316,0.8290815949440002,0.6551183462142944,0.7727066755294799,0.7351233959197998,0.6411651968955994,0.7727066755294799,0.6844856321811675,0.690225237607956
pair_007,SetA,-5.551115123125783e-17,4.75,0.021708103013299507,0.829097330570221,0.6545729041099548,0.7724410116672515,0.7346701323986053,0.6402429342269897,0.7724410116672515,0.6835961818695068,0.6893447518348693
pair_007,SetA,0.04999999999999993,4.8,0.07170810301329933,0.829012393951416,0.6538724303245544,0.7720769822597504,0.7341200411319733,0.6392276883125305,0.7720769822597504,0.6831813931465148,0.68884419798851
pair_007,SetA,0.09999999999999992,4.85,0.12170810301329915,0.8286830186843872,0.652479350566864,0.7713716328144072,0.7331640422344208,0.6376450657844543,0.7713716328144072,0.6832218170166015,0.6886712014675139
pair_007,SetA,0.1499999999999999,4.9,0.17170810301329986,0.8281943798065186,0.6506161093711853,0.7704939484596252,0.732026994228363,0.6358596086502075,0.7704939484596252,0.6823417365550994,0.687600952386856
pair_007,SetA,0.1999999999999999,4.95,0.22170810301329968,0.8274829387664795,0.6482880711555481,0.7692609608173371,0.7304463088512421,0.6334096789360046,0.7692609608173371,0.6805747926235199,0.6859815418720244
pair_007,SetA,0.24999999999999983,5.0,0.2717081030132995,0.8265283107757568,0.6459231972694397,0.767671114206314,0.7284329831600189,0.630337655544281,0.767671114206314,0.6782473504543304,0.6839989483356474
pair_007,SetA,0.2999999999999999,5.05,0.32170810301329933,0.8253231048583984,0.6427942514419556,0.765773057937622,0.7260730266571045,0.6268229484558105,0.765773057937622,0.6757032454013825,0.6816504418849945
